date,value,yoy
1983-07-18,2071.1,12.903401657217618
1983-07-25,2062.0,12.794704884853125
1983-08-01,2065.8,12.608340147179087
1983-08-08,2077.4,12.468193384223936
1983-08-15,2077.7,12.417487284925866
1983-08-22,2070.8,12.28717058887323
1983-08-29,2063.9,11.93123271327079
1983-09-05,2080.6,11.890293089540194
1983-09-12,2088.4,11.858596679164446
1983-09-19,2082.5,11.914230438521066
1983-09-26,2070.7,12.020557208547466
1983-10-03,2087.0,11.616215638036165
1983-10-10,2106.0,12.164465274818914
1983-10-17,2107.1,12.199148029818963
1983-10-24,2098.5,12.231254679644877
1983-10-31,2097.9,11.739014647137157
1983-11-07,2117.0,11.97503438061991
1983-11-14,2122.4,12.076886518455932
1983-11-21,2117.3,12.174834437086112
1983-11-28,2114.5,12.008687360949267
1983-12-05,2128.8,11.953720746778874
1983-12-12,2134.0,12.262612446735744
1983-12-19,2132.8,11.321050159194112
1983-12-26,2128.3,10.768189861559275
1984-01-02,2147.5,10.388609026421292
1984-01-09,2164.1,10.059502619132378
1984-01-16,2153.2,9.421689196056505
1984-01-23,2137.4,9.006527947776434
1984-01-30,2122.5,8.097784568372802
1984-02-06,2147.7,8.283755167893503
1984-02-13,2149.2,8.201178069777981
1984-02-20,2148.0,8.249760620873857
1984-02-27,2143.7,7.777777777777772
1984-03-05,2162.4,7.646356033452806
1984-03-12,2169.1,7.904686100885483
1984-03-19,2169.0,7.931926751592355
1984-03-26,2164.5,7.901296111665013
1984-04-02,2183.3,7.393015248401391
1984-04-09,2204.6,7.973356842002155
1984-04-16,2204.7,8.222069507166685
1984-04-23,2193.0,8.408720154234018
1984-04-30,2177.4,7.685459940652817
1984-05-07,2190.1,7.764601682822425
1984-05-14,2193.9,7.818950265382352
1984-05-21,2193.1,8.002560819462223
1984-05-28,2185.2,7.592319054652874
1984-06-04,2211.2,7.5957374337015215
1984-06-11,2221.1,7.825622603038984
1984-06-18,2216.7,8.005262132137968
1984-06-25,2202.7,7.970197539336299
1984-07-02,2219.2,7.498546793257099
1984-07-09,2236.7,7.637151106833495
1984-07-16,2234.5,7.889527304331034
1984-07-23,2222.9,7.80310378273521
1984-07-30,2216.3,7.285313195856324
1984-08-06,2233.4,7.509386733416767
1984-08-13,2233.3,7.489050392260688
1984-08-20,2229.7,7.673362951516305
1984-08-27,2220.0,7.56335093754541
1984-09-03,2232.7,7.310391233298086
1984-09-10,2251.9,7.828959969354532
1984-09-17,2247.6,7.927971188475391
1984-09-24,2232.2,7.799294924421685
1984-10-01,2243.1,7.479635840919974
1984-10-08,2261.7,7.393162393162389
1984-10-15,2266.7,7.5743913435527555
1984-10-22,2256.7,7.538718131999045
1984-10-29,2252.7,7.378807378807362
1984-11-05,2276.3,7.52479924421352
1984-11-12,2285.4,7.6799849227289885
1984-11-19,2290.2,8.166060548812148
1984-11-26,2285.6,8.091747458027898
1984-12-03,2295.4,7.826005261180002
1984-12-10,2312.6,8.369259606373003
1984-12-17,2315.1,8.547449362340576
1984-12-24,2319.1,8.964901564629034
1984-12-31,2332.2,8.600698486612334
1985-01-07,2353.0,8.728801811376563
1985-01-14,2348.0,9.046999814229984
1985-01-21,2339.5,9.455413118742385
1985-01-28,2324.0,9.493521790341575
1985-02-04,2338.5,8.883922335521731
1985-02-11,2344.9,9.10571375395497
1985-02-18,2344.1,9.12942271880819
1985-02-25,2339.1,9.115081401315495
1985-03-04,2354.5,8.883647798742134
1985-03-11,2362.8,8.929970955695921
1985-03-18,2359.2,8.769017980636228
1985-03-25,2353.8,8.745668745668755
1985-04-01,2368.1,8.464251362616215
1985-04-08,2389.7,8.39608092170916
1985-04-15,2389.8,8.39570009525108
1985-04-22,2380.9,8.56817145462836
1985-04-29,2359.3,8.354000183705335
1985-05-06,2371.6,8.287292817679548
1985-05-13,2375.5,8.277496695382647
1985-05-20,2378.7,8.462906388217583
1985-05-27,2372.8,8.585026542192953
1985-06-03,2393.6,8.248914616497839
1985-06-10,2416.7,8.806447255864214
1985-06-17,2416.9,9.031443136193463
1985-06-24,2407.5,9.297680119852924
1985-07-01,2421.1,9.097873107426114
1985-07-08,2443.4,9.241292976259686
1985-07-15,2440.8,9.232490490042533
1985-07-22,2431.6,9.388636465877909
1985-07-29,2422.9,9.321842710824345
1985-08-05,2443.2,9.39374944031519
1985-08-12,2446.6,9.550888819236093
1985-08-19,2444.4,9.629098084944165
1985-08-26,2434.6,9.666666666666668
1985-09-02,2441.3,9.342948000179163
1985-09-09,2463.1,9.378746836005147
1985-09-16,2458.8,9.39668980245596
1985-09-23,2441.6,9.380879849475864
1985-09-30,2448.6,9.161428380366466
1985-10-07,2472.9,9.338108502453913
1985-10-14,2470.8,9.004279348833123
1985-10-21,2468.7,9.394248238578463
1985-10-28,2455.2,8.98921294446664
1985-11-04,2474.1,8.689540043052313
1985-11-11,2481.4,8.576179224643399
1985-11-18,2483.2,8.427211597240426
1985-11-25,2477.3,8.387294364718256
1985-12-02,2491.3,8.534460224797424
1985-12-09,2503.6,8.259102309089329
1985-12-16,2501.6,8.055807524512982
1985-12-23,2502.1,7.890992195248159
1985-12-30,2505.3,7.422176485721654
1986-01-06,2536.0,7.777305567360826
1986-01-13,2521.5,7.389267461669502
1986-01-20,2510.2,7.2964308612951445
1986-01-27,2492.2,7.23752151462993
1986-02-03,2494.4,6.666666666666665
1986-02-10,2506.8,6.904345601091744
1986-02-17,2502.1,6.740326777867844
1986-02-24,2498.4,6.810311658330126
1986-03-03,2507.9,6.515183690804838
1986-03-10,2527.1,6.9536143558489805
1986-03-17,2527.9,7.150729060698557
1986-03-24,2523.2,7.196873141303417
1986-03-31,2535.2,7.056289852624453
1986-04-07,2570.7,7.5741724902707475
1986-04-14,2573.0,7.665913465561958
1986-04-21,2569.0,7.900373808223771
1986-04-28,2550.4,8.099860128004055
1986-05-05,2564.4,8.129532804857487
1986-05-12,2569.8,8.179330667227958
1986-05-19,2572.2,8.134695421869086
1986-05-26,2566.6,8.167565745111238
1986-06-02,2584.4,7.97125668449199
1986-06-09,2610.1,8.002648239334631
1986-06-16,2612.0,8.072324051470892
1986-06-23,2598.8,7.946002076843195
1986-06-30,2602.4,7.488331750030985
1986-07-07,2639.8,8.037979864123756
1986-07-14,2638.8,8.112094395280245
1986-07-21,2632.3,8.253824642210894
1986-07-28,2621.1,8.18027982995584
1986-08-04,2641.5,8.116404715127711
1986-08-11,2651.0,8.354451074961178
1986-08-18,2648.7,8.357879234167886
1986-08-25,2636.5,8.29294339932638
1986-09-01,2644.5,8.32343423585793
1986-09-08,2670.4,8.416223458243689
1986-09-15,2667.7,8.496014315926459
1986-09-22,2656.4,8.797509829619932
1986-09-29,2651.1,8.27003185493751
1986-10-06,2686.7,8.645719600469072
1986-10-13,2688.4,8.806864173547035
1986-10-20,2688.8,8.915623607566747
1986-10-27,2674.7,8.940208536982741
1986-11-03,2690.1,8.730447435431078
1986-11-10,2705.8,9.043282018215537
1986-11-17,2707.9,9.048807989690744
1986-11-24,2697.1,8.872562870867462
1986-12-01,2716.6,9.043471280054582
1986-12-08,2730.0,9.042978111519417
1986-12-15,2731.0,9.170131116085711
1986-12-22,2738.5,9.448063626553704
1986-12-29,2751.5,9.827166407216703
1987-01-05,2794.4,10.189274447949526
1987-01-12,2770.7,9.883006147134644
1987-01-19,2750.2,9.560991156083176
1987-01-26,2728.4,9.477570018457593
1987-02-02,2727.9,9.360968569595896
1987-02-09,2742.6,9.40641455241742
1987-02-16,2736.8,9.380120698613181
1987-02-23,2730.2,9.277937880243336
1987-03-02,2733.7,9.003548785836735
1987-03-09,2754.4,8.994499624075036
1987-03-16,2751.5,8.845286601526947
1987-03-23,2741.3,8.643785668991777
1987-03-30,2742.5,8.17686967497635
1987-04-06,2781.4,8.196211148714362
1987-04-13,2787.9,8.35211815001944
1987-04-20,2793.2,8.727131179447255
1987-04-27,2764.0,8.375156838143027
1987-05-04,2761.7,7.6938075183278665
1987-05-11,2760.2,7.40913689781304
1987-05-18,2759.3,7.273928932431395
1987-05-25,2751.9,7.219668043325811
1987-06-01,2765.5,7.00742919052777
1987-06-08,2786.5,6.758361748592012
1987-06-15,2781.7,6.496937212863707
1987-06-22,2766.0,6.433738648607035
1987-06-29,2755.4,5.879188441438665
1987-07-06,2800.8,6.098946889915902
1987-07-13,2792.6,5.828406851599199
1987-07-20,2784.6,5.785814686775814
1987-07-27,2770.6,5.703712181908349
1987-08-03,2781.4,5.296233200832856
1987-08-10,2796.7,5.496039230479055
1987-08-17,2792.5,5.429078415826649
1987-08-24,2780.3,5.454200644794249
1987-08-31,2778.2,5.055776139156731
1987-09-07,2801.9,4.924355901737565
1987-09-14,2807.3,5.23297222326351
1987-09-21,2790.9,5.063243487426594
1987-09-28,2774.1,4.639583569084538
1987-10-05,2811.1,4.630215506011104
1987-10-12,2809.6,4.508257699747054
1987-10-19,2812.7,4.608003570365948
1987-10-26,2809.3,5.032340075522512
1987-11-02,2810.7,4.48310471729676
1987-11-09,2826.4,4.457092172370469
1987-11-16,2825.0,4.324384209165766
1987-11-23,2815.7,4.397315635312005
1987-11-30,2818.6,3.754693366708395
1987-12-07,2839.3,4.003663003663016
1987-12-14,2836.9,3.8777004760161216
1987-12-21,2836.8,3.5895563264561003
1987-12-28,2835.4,3.0492458658913257
1988-01-04,2864.7,2.5157457772688074
1988-01-11,2868.9,3.54423069982317
1988-01-18,2861.9,4.061522798341954
1988-01-25,2844.3,4.247910863509752
1988-02-01,2844.6,4.2780160563070435
1988-02-08,2861.0,4.317071392109684
1988-02-15,2859.4,4.479684302835429
1988-02-22,2858.8,4.710277635338089
1988-02-29,2854.8,4.429893550865138
1988-03-07,2883.7,4.694307290153921
1988-03-14,2887.0,4.924586589133195
1988-03-21,2887.9,5.347827673001859
1988-03-28,2882.7,5.112123974475846
1988-04-04,2920.7,5.008269216941108
1988-04-11,2937.7,5.3732199863696595
1988-04-18,2934.2,5.047973650293569
1988-04-25,2915.8,5.492040520984087
1988-05-02,2903.6,5.138139551725396
1988-05-09,2912.5,5.5177161075284475
1988-05-16,2913.1,5.573877432682184
1988-05-23,2907.0,5.636105963152738
1988-05-30,2906.4,5.094919544386189
1988-06-06,2942.9,5.612775883725107
1988-06-13,2941.4,5.74109357587087
1988-06-20,2936.1,6.149674620390444
1988-06-27,2920.1,5.9773535602816175
1988-07-04,2953.0,5.434161668094828
1988-07-11,2967.3,6.255818950082381
1988-07-18,2955.8,6.148100265747325
1988-07-25,2939.9,6.110589763950047
1988-08-01,2944.5,5.8639534047601805
1988-08-08,2960.6,5.8604784209961736
1988-08-15,2956.4,5.869292748433308
1988-08-22,2947.5,6.013739524511741
1988-08-29,2934.7,5.633143762148163
1988-09-05,2957.6,5.556943502623213
1988-09-12,2964.0,5.58187582374523
1988-09-19,2952.6,5.793829947328821
1988-09-26,2930.4,5.634259759922133
1988-10-03,2951.0,4.976699512646299
1988-10-10,2969.3,5.68408314350799
1988-10-17,2971.2,5.635154833434064
1988-10-24,2951.9,5.075997579468194
1988-10-31,2952.9,5.059237912263859
1988-11-07,2983.5,5.558307387489392
1988-11-14,2985.3,5.674336283185855
1988-11-21,2982.7,5.93102958411762
1988-11-28,2979.8,5.719151351734908
1988-12-05,2998.3,5.599971824041128
1988-12-12,3001.1,5.7880080369417275
1988-12-19,2998.4,5.696559503666099
1988-12-26,2991.7,5.512449742540726
1989-01-02,3016.1,5.285021119139888
1989-01-09,3026.3,5.486423367841331
1989-01-16,3009.5,5.157412907508996
1989-01-23,2988.9,5.083851914355031
1989-01-30,2966.0,4.267735358222602
1989-02-06,2988.2,4.445997902831178
1989-02-13,2984.6,4.378540952647403
1989-02-20,2981.6,4.295508605009091
1989-02-27,2973.7,4.164915230488986
1989-03-06,3003.0,4.137046155980162
1989-03-13,3000.8,3.9418081052996268
1989-03-20,2998.3,3.8228470514906965
1989-03-27,2991.4,3.7707704582509605
1989-04-03,3013.9,3.191015852364165
1989-04-10,3036.6,3.3665792967287445
1989-04-17,3035.9,3.466021402767372
1989-04-24,3017.1,3.4741751834830747
1989-05-01,2998.8,3.2786885245901676
1989-05-08,3000.1,3.0077253218883993
1989-05-15,2998.9,2.9453159864062384
1989-05-22,2991.9,2.9205366357069273
1989-05-29,2988.0,2.807597027250197
1989-06-05,3023.5,2.7387950660912708
1989-06-12,3029.0,2.9781736588019303
1989-06-19,3024.4,3.007390756445627
1989-06-26,3008.3,3.0204445053251705
1989-07-03,3039.5,2.929224517439888
1989-07-10,3069.7,3.4509486738786066
1989-07-17,3059.8,3.518505988226539
1989-07-24,3045.9,3.6055648151297692
1989-07-31,3044.8,3.4063508235693707
1989-08-07,3075.6,3.8843477673444538
1989-08-14,3075.9,4.042078203220134
1989-08-21,3074.0,4.291772688719253
1989-08-28,3060.9,4.300269192762474
1989-09-04,3081.2,4.1790641060319045
1989-09-11,3099.9,4.585020242914983
1989-09-18,3090.3,4.6636862426336245
1989-09-25,3068.1,4.699017199017197
1989-10-02,3089.2,4.683158251440189
1989-10-09,3114.4,4.886673626780724
1989-10-16,3117.6,4.927302100161546
1989-10-23,3105.3,5.196653003150509
1989-10-30,3098.8,4.940905550475816
1989-11-06,3133.3,5.020948550360327
1989-11-13,3137.6,5.101664824305763
1989-11-20,3137.3,5.183223254098657
1989-11-27,3134.4,5.188267668971069
1989-12-04,3152.4,5.13957909482039
1989-12-11,3161.8,5.354703275465678
1989-12-18,3161.0,5.422892209178221
1989-12-25,3161.4,5.67236019654378
1990-01-01,3181.9,5.497165213354993
1990-01-08,3195.7,5.597594422231755
1990-01-15,3182.7,5.7551088220634705
1990-01-22,3163.6,5.844959684164741
1990-01-29,3141.9,5.930546190155095
1990-02-05,3169.4,6.06385114784822
1990-02-12,3172.4,6.292300475775647
1990-02-19,3169.7,6.308693319023351
1990-02-26,3165.2,6.439788815280623
1990-03-05,3188.9,6.190476190476191
1990-03-12,3194.2,6.44494801386295
1990-03-19,3191.8,6.453657072341001
1990-03-26,3184.6,6.458514407969496
1990-04-02,3206.1,6.377119347025451
1990-04-09,3235.2,6.540209444773759
1990-04-16,3238.4,6.670180177212681
1990-04-23,3213.3,6.502933280302292
1990-04-30,3190.5,6.39255702280912
1990-05-07,3195.1,6.499783340555321
1990-05-14,3191.1,6.4090166394344505
1990-05-21,3184.6,6.440723286206085
1990-05-28,3173.8,6.2182061579652
1990-06-04,3207.7,6.092277162229198
1990-06-11,3218.1,6.242984483327829
1990-06-18,3216.2,6.341753736278255
1990-06-25,3194.2,6.179569856729694
1990-07-02,3217.3,5.849646323408453
1990-07-09,3238.3,5.492393393491235
1990-07-16,3233.2,5.667037061245828
1990-07-23,3214.1,5.522177353163271
1990-07-30,3208.8,5.386232264844981
1990-08-06,3238.0,5.280270516322028
1990-08-13,3245.7,5.520335511557595
1990-08-20,3242.6,5.484710474951204
1990-08-27,3228.1,5.462445685909367
1990-09-03,3245.5,5.332338050110352
1990-09-10,3266.0,5.358237362495566
1990-09-17,3255.2,5.336051516034024
1990-09-24,3230.4,5.28991884228025
1990-10-01,3242.6,4.965686909232159
1990-10-08,3267.4,4.912663755458513
1990-10-15,3265.2,4.734411085450341
1990-10-22,3247.1,4.566386500499142
1990-10-29,3236.5,4.443655608622676
1990-11-05,3262.5,4.123448121788531
1990-11-12,3268.2,4.162417134115248
1990-11-19,3268.4,4.178752430433819
1990-11-26,3261.3,4.048621745788661
1990-12-03,3264.0,3.540159878188054
1990-12-10,3284.8,3.8901891327724814
1990-12-17,3284.8,3.9164821259095373
1990-12-24,3283.1,3.8495603213765994
1990-12-31,3291.6,3.4476256324837307
1991-01-07,3309.9,3.5735519604468635
1991-01-14,3300.5,3.7012599365318755
1991-01-21,3287.4,3.913263370843345
1991-01-28,3266.9,3.97848435659951
1991-02-04,3287.9,3.7388780210765526
1991-02-11,3300.8,4.047408901777838
1991-02-18,3296.1,3.987759093920573
1991-02-25,3290.0,3.9428788070264176
1991-03-04,3313.9,3.9198469691743343
1991-03-11,3327.7,4.179450253584616
1991-03-18,3327.0,4.235854376840642
1991-03-25,3320.0,4.2517113609244594
1991-04-01,3339.8,4.170175602757253
1991-04-08,3367.9,4.10175568743818
1991-04-15,3371.0,4.094614624505932
1991-04-22,3347.4,4.173279805807106
1991-04-29,3313.8,3.8645980253878776
1991-05-06,3333.3,4.325373227755014
1991-05-13,3335.1,4.512550531164794
1991-05-20,3332.1,4.631664887269982
1991-05-27,3318.2,4.549751087025
1991-06-03,3340.7,4.146273030520309
1991-06-10,3364.4,4.546160778098884
1991-06-17,3359.4,4.452459424165167
1991-06-24,3330.5,4.267109135307745
1991-07-01,3346.1,4.003356852018758
1991-07-08,3374.8,4.2151746286631875
1991-07-15,3366.0,4.1073858715823475
1991-07-22,3347.1,4.1380168631965475
1991-07-29,3332.4,3.8519072550486033
1991-08-05,3357.9,3.702903026559601
1991-08-12,3359.8,3.515420402378533
1991-08-19,3352.5,3.389255535681257
1991-08-26,3339.1,3.4385551872618603
1991-09-02,3343.9,3.031890309659535
1991-09-09,3370.4,3.1965707287201495
1991-09-16,3360.9,3.247112312607525
1991-09-23,3332.5,3.1605993065874083
1991-09-30,3325.4,2.5535064454450085
1991-10-07,3363.0,2.9258737834363613
1991-10-14,3363.3,3.004410143329661
1991-10-21,3356.0,3.3537618182378104
1991-10-28,3337.8,3.1299243009423883
1991-11-04,3361.2,3.0252873563218374
1991-11-11,3375.1,3.2709136527752314
1991-11-18,3375.3,3.270713498959732
1991-11-25,3359.5,3.011069205531536
1991-12-02,3377.4,3.474264705882346
1991-12-09,3393.6,3.312226010716013
1991-12-16,3395.4,3.3670238675109543
1991-12-23,3380.5,2.966708293990439
1991-12-30,3376.0,2.564102564102577
1992-01-06,3398.6,2.6798392700685847
1992-01-13,3396.6,2.911680048477505
1992-01-20,3383.5,2.9232828375007625
1992-01-27,3364.7,2.9936637178976877
1992-02-03,3375.6,2.6673560631405913
1992-02-10,3396.2,2.8902084343189527
1992-02-17,3393.7,2.9610752100967863
1992-02-24,3383.3,2.835866261398179
1992-03-02,3390.7,2.3175110896526574
1992-03-09,3415.9,2.6504793100339707
1992-03-16,3413.7,2.605951307484222
1992-03-23,3395.9,2.286144578313265
1992-03-30,3393.0,1.5929097550751559
1992-04-06,3434.1,1.965616556311045
1992-04-13,3443.2,2.1417976861465293
1992-04-20,3430.3,2.4765489633745696
1992-04-27,3385.9,2.175749894381074
1992-05-04,3392.8,1.7850178501785052
1992-05-11,3397.9,1.883002008935275
1992-05-18,3391.9,1.7946640256895074
1992-05-25,3370.3,1.5701283828581936
1992-06-01,3383.8,1.2901487712156268
1992-06-08,3409.0,1.3256449887052657
1992-06-15,3406.1,1.3901291897362666
1992-06-22,3376.7,1.3871791022368907
1992-06-29,3361.7,0.4662143988523937
1992-07-06,3407.1,0.9570937537039192
1992-07-13,3407.3,1.2269756387403463
1992-07-20,3392.1,1.3444474321054
1992-07-27,3373.0,1.218341135517953
1992-08-03,3389.7,0.9470204592155751
1992-08-10,3408.7,1.455443776415244
1992-08-17,3403.7,1.527218493661442
1992-08-24,3384.4,1.3566529903267455
1992-08-31,3386.3,1.2679805018092738
1992-09-07,3416.3,1.3618561595063028
1992-09-14,3419.6,1.7465559820286192
1992-09-21,3396.1,1.9084771192798167
1992-09-28,3376.3,1.53064293017382
1992-10-05,3413.8,1.5105560511448068
1992-10-12,3428.2,1.929652424701911
1992-10-19,3423.1,1.9994040524433876
1992-10-26,3403.5,1.9683623943915096
1992-11-02,3421.8,1.8029275258836241
1992-11-09,3444.5,2.0562353708038383
1992-11-16,3444.1,2.038337332977802
1992-11-23,3417.5,1.7264473880041598
1992-11-30,3426.5,1.4537810149819252
1992-12-07,3450.6,1.679632248939189
1992-12-14,3448.5,1.5638805442657722
1992-12-21,3435.4,1.6240201153675526
1992-12-28,3430.5,1.6143364928909998
1993-01-04,3455.2,1.6653916318484008
1993-01-11,3456.1,1.7517517517517511
1993-01-18,3431.0,1.4038717304566184
1993-01-25,3394.8,0.8945819835349367
1993-02-01,3385.9,0.30513093968480565
1993-02-08,3407.0,0.31800247335258547
1993-02-15,3405.7,0.35359636974394704
1993-02-22,3395.9,0.3724174622410148
1993-03-01,3396.7,0.17695461114224376
1993-03-08,3422.7,0.19906905939868214
1993-03-15,3418.1,0.12889240413627157
1993-03-22,3403.3,0.21790983244500683
1993-03-29,3396.3,0.09725906277631147
1993-04-05,3438.6,0.13103870009609775
1993-04-12,3456.1,0.37465148698885287
1993-04-19,3438.7,0.24487654141036597
1993-04-26,3399.0,0.3868986089370585
1993-05-03,3412.1,0.568851685923133
1993-05-10,3434.4,1.0741928838400083
1993-05-17,3431.5,1.16748724903446
1993-05-24,3408.1,1.1215618787644877
1993-05-31,3425.4,1.229387079614641
1993-06-07,3462.1,1.5576415371076457
1993-06-14,3459.7,1.5736472798802081
1993-06-21,3432.0,1.6376936061835545
1993-06-28,3408.4,1.389178094416521
1993-07-05,3450.7,1.279680666842764
1993-07-12,3462.6,1.622985941948163
1993-07-19,3444.4,1.5418177530143629
1993-07-26,3418.6,1.3519122442929188
1993-08-02,3434.2,1.3128005428209022
1993-08-09,3458.9,1.4727022031859827
1993-08-16,3453.2,1.4542997326438822
1993-08-23,3429.1,1.320765866918805
1993-08-30,3419.7,0.9863272598411132
1993-09-06,3458.3,1.22940022831719
1993-09-13,3467.2,1.3919756696689545
1993-09-20,3443.0,1.3809958481787898
1993-09-27,3412.4,1.0692177827799743
1993-10-04,3449.1,1.0340383150740928
1993-10-11,3466.5,1.1172043638060902
1993-10-18,3460.9,1.104262218456964
1993-10-25,3430.5,0.7933010136623952
1993-11-01,3448.6,0.7832135133555296
1993-11-08,3479.2,1.0074031064015054
1993-11-15,3485.9,1.2136697540721775
1993-11-22,3466.3,1.4279444038039601
1993-11-29,3466.1,1.1556982343499111
1993-12-06,3498.5,1.3881643772097663
1993-12-13,3501.9,1.5484993475424202
1993-12-20,3492.4,1.6591954357571215
1993-12-27,3485.9,1.614924938055684
1994-01-03,3502.8,1.3776337115072979
1994-01-10,3512.7,1.637684094788927
1994-01-17,3496.9,1.920722821334886
1994-01-24,3459.2,1.8970189701897011
1994-01-31,3437.4,1.5210136152869147
1994-02-07,3469.1,1.8227179336659738
1994-02-14,3467.3,1.8087324191796261
1994-02-21,3454.0,1.7108866574398585
1994-02-28,3448.3,1.5191215002796854
1994-03-07,3485.2,1.8260437666169915
1994-03-14,3487.7,2.0362189520493734
1994-03-21,3476.1,2.13910028501747
1994-03-28,3458.9,1.8431822866060044
1994-04-04,3507.2,1.9949979642877924
1994-04-11,3529.6,2.126674575388443
1994-04-18,3516.9,2.274115217960282
1994-04-25,3474.9,2.2330097087378764
1994-05-02,3469.4,1.6793177222238498
1994-05-09,3489.7,1.6101793617516735
1994-05-16,3483.7,1.521200641119047
1994-05-23,3462.4,1.5932631084768722
1994-05-30,3459.0,0.980907339288839
1994-06-06,3497.1,1.0109471130238967
1994-06-13,3494.4,1.002977136745975
1994-06-20,3473.5,1.2092074592074509
1994-06-27,3450.5,1.2351836638892166
1994-07-04,3489.0,1.109919726432329
1994-07-11,3512.0,1.4266735978744283
1994-07-18,3496.2,1.5038903727790043
1994-07-25,3471.5,1.5474170713157376
1994-08-01,3479.9,1.3307320482208507
1994-08-08,3499.4,1.170892480268293
1994-08-15,3493.4,1.1641376114907898
1994-08-22,3476.8,1.391035548686248
1994-08-29,3458.0,1.1199812849080448
1994-09-05,3489.8,0.9108521527918301
1994-09-12,3499.4,0.9287032764190295
1994-09-19,3479.8,1.0688353180366095
1994-09-26,3448.5,1.0579064587973308
1994-10-03,3466.2,0.49578150821953937
1994-10-10,3494.3,0.8019616327708201
1994-10-17,3492.5,0.9130572972348316
1994-10-24,3462.9,0.944468736335824
1994-10-31,3461.2,0.3653656556283691
1994-11-07,3493.7,0.416762474131982
1994-11-14,3498.0,0.34711265383402523
1994-11-21,3491.4,0.7241150506303473
1994-11-28,3484.9,0.5423963532500631
1994-12-05,3510.1,0.3315706731456203
1994-12-12,3513.5,0.3312487506782036
1994-12-19,3505.5,0.37510021761539836
1994-12-26,3498.4,0.35858745230787914
1995-01-02,3508.3,0.15701724334817868
1995-01-09,3528.1,0.4384092008995921
1995-01-16,3513.7,0.48042551974605274
1995-01-23,3481.7,0.6504394079555942
